text,Preprocessed_text
verry bad taxi company,bad taxi company 
a fraudulent instition,fraudulent 
😍,smile face heart 
extremely useful,extremely useful 
great,great 
I use Pick me rides and food All day now.. but only its when im at nugegoda i use them. but when im home. i dont have pick me foods. 😑.. come on pick me hurry up.. come to Wattala Now. stop updating the app .. and come to wattala. .. #MissingFoods,use pick food day home not expressionless face come hurry stop app 
Need to add more Tuk Tuks,need add 
poor customer service,poor customer service 
"This is the worst service i have ever seen! two months ago my phone was lost in the pick me car.I complained about it but didn't give me any support to find it.Finally, I complained about the incident to the police!",bad service see ago phone lose pick car support find finally incident police 
Good,good 
no good,good 
worry badd swis,worry 
not recommended.very bad service,bad service 
Good job,good job 
supper,supper 
v.good services,good 
කිසිම විනයක් නැති රියදුරන් සිටින ආයතනයක්,
api mole tiyana minsunam driver wa baldu karanne na driver kiyanne ape jivitha baragena gamana yana kenata eyalata sadarana karma wedayak denna one apita aduwata yanna obe kiyalla e minisunge whane winasa karanna narakai hamoma minssu.,mole driver wa na ape karma obe 
not good,good 
Call Centre isn't helpful at all. Very bad service.,helpful bad service 
best taxi app,good taxi app 
good app & service. needs to improve,good app service need improve 
Excellent App easy to use....,excellent app easy use 
give me some offers,
dose not work properly,dose work properly 
good service,good service 
good,good 
DISHONEST AND STINGY PEOPLE.. HATE THIS APP.... DON'T USE!!,dishonest stingy people hate app don use 
very good,good 
This is a money stealing traveling service from passengers and drivers.. charges are high..,money steal travel service high 
Good,good 
good,good 
bad,bad 
good,good 
good,good 
great,great 
Good,good 
more to improve such as coverage,improve coverage 
extra charge no risk un safe Drivers,extra charge risk un safe 
PickMe spoil the national anthem in our island,spoil national anthem island 
An institution that provides good services,institution good 
Important App,important app 
good,good 
Getting better but if they can allow us to access to the trips we completed that would be easy for us to give stars to the drivers. Because most of the time we book in a hurry so we don't give stars. Not because they are bad but we are in a hurry. I often want to have later access to the star giving option.,get better allow access easy time book hurry not bad want later star giving option 
worry badd sawis,worry 
superb app...revolution of public transport,superb app revolution public transport 
excellent,excellent 
Edit your review,edit review 
great app,great app 
all ways stuck,way stick 
good,good 
excellent,excellent 
Unfair Company for drivers,unfair company 
good app very useful,good app useful 
very bad app.,bad app 
excellent,excellent 
kadana,
This app is very usefull in everyday.,app everyday 
Most of our runs with Pick Me were very satisfactory. Keep up your good service to the Public. as usual.,pick satisfactory good service public usual 
Good,good 
Great App. Very good service 👍❣️❣️❣️,great app good service thumb heavy heart exclamation 
it's work .,work 
I was not happy when drivers cancelled they can't cancel our request,happy cancel request 
Bad advice,bad advice 
good,good 
final update very poot . app automatically cloasing .,final update poot app automatically 
Great,great 
bad,bad 
The call center is in the barges,center 
no safety to much driver bad,safety driver bad 
Ali baba,baba 
dont used pickme,not 
this is very bad service,bad service 
very bad service,bad service 
good,good 
very bad taxi company,bad taxi company 
bad,bad 
good app,good app 
worst coustermer service..dont download this..time wasting...fu#k service...driver refuce to come my location...finaly I miss my flight....don download this app...its wasted...,bad service not time waste fu driver come location miss flight app 
super useful,super useful 
Never found an app that has more bugs than this. You guys need new developers,find app need new 
good,good 
very bat Tix service,bat service 
"Good, some times location showing of pick up location and drivers location differently",good times location show pick differently 
Pak,
good service,good service 
Excellent service,excellent service 
very bad service,bad service 
very bad service,bad service 
bad service 😤😤😤,bad service face steam nose 
very user friendly,user friendly 
