,text,Preprocessed_text,cluster
1702,Best,best ,Common
1703,✌✌✌👌👌👌,victory hand ok ,Bug_fix
1704,moorthi pickme,nan,Common
1705,327/5 janatha mawatha b gamuwa,nan,Common
1706,disrespectful staff,disrespectful staff ,Bug_fix
1707,App is crashing after the new update on 9/7/2019,app new update ,Common
1708,latest update causes the app to crash. cannot proceed beyond rating of last trip.,late update app crash proceed rate trip ,Common
1709,hello pick I feel dissapointed about your promo it always tells I'm not legible for your promo but you always send messages to my account kindly review this matters thanks. kindly do something about your promo sometimes it is applicable sometime it won't kindly check it out.,hello pick feel legible send account kindly review thank applicable check ,Common
1710,Dont install. Use a public bus. Sit and go with abus. Save your money and time. Good luck.,not install use public bus sit save money time good luck ,Common
1711,The app doesnot show the relevant route after new update.please fix it.,app relevant route new update fix ,Common
1712,good,good ,Common
1713,Convenient.,convenient ,Common
1714,good,good ,Common
1715,know,know ,Bug_fix
1716,bad,bad ,Common
1717,"Don't use this service. Their drivers are cheating people. They try to go trips from the longest root with the intention of earning more cheat money. I would like to give one advice to pickMe, please introduce fixed price instead of approximate price. Because your drivers are cheating your valuable customers. That definitely a black mark for the company reputation. Thank You",don use service cheat people try root intention earn money like advice introduce fix price instead approximate valuable definitely black mark company reputation thank ,Common
1718,good,good ,Common
1719,good,good ,Common
1720,good,good ,Common
1721,xslant,nan,Common
1722,superb driving,superb driving ,Common
1723,fair,fair ,Bug_fix
1724,the app is not working,app work ,Common
1725,super cool taxi service,super cool taxi service ,Common
1726,Customer compaint handling is 0,customer handling ,Feature Request
1727,very bad drivers no one is accepting a trip if there is off indiciplene drivers too hate it,bad trip hate ,Bug_fix
1728,help terrorist organization,help terrorist organization ,Bug_fix
1729,👎👎,thumbs ,Bug_fix
1730,worst service,bad service ,Common
1731,Gud,gud ,Bug_fix
1732,👌,ok hand ,Bug_fix
1733,"app is good but it needs to improve. gps positiong is very poor. driver arrives earlier than the image on map.prices go very high if you put a same route twice,or close and reopen the app. still uber is great even they had fewer vehicles.you should use but don't rely on this app.",app good need improve poor driver image map high route twice close reopen great use rely ,Common
1734,Pickme Food Cant Track Where Is The Driver At Its Not Showing Me,food not track driver show ,Common
1735,good app. some functions doesn't work in kandy. hope they work soon.,good app work hope soon ,Common
1736,good,good ,Common
1737,Ok after the uber eats boom. Pick me food is suffering always their is an unknown error preventing me from ordering food. I tried several times always it says unknown error occured. So no more pick me food i guess.,eat boom pick food suffering unknown error try time guess ,Bug_fix
1738,plz dont send msg to us about your promotions . we are not using this app. there is no any option to block or reply to that msg. it is a violation of our privacy .,not send app option block reply violation privacy ,Feature Request
1739,best cab service in the universe,best cab service universe ,Common
1740,this app is good,app good ,Common
1741,but need to update,need update ,Common
1742,Good,good ,Common
1743,I faced the worst with this. Was in a hurry and booked a taxi. Though it asked me to confirm the ride and also the pick up location it had redirected me to the home page which is asking to enter the destination. Due to this i had to another taxi,face bad hurry book taxi confirm ride pick location home page enter destination ,Bug_fix
1744,good taxi app,good taxi app ,Common
1745,good job.pls add tuk also to the book later.👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,good job add book later thumbs thumb ,Common
1746,lovely app!!,lovely app ,Common
1747,good,good ,Common
1748,this is poor app. dont use it,poor app not use ,Common
1749,🙁,slightly frown face ,Bug_fix
1750,good conditionnew battery,good battery ,Common
1751,super,super ,Bug_fix
1752,"hey pickme! you need to educate your driver before let them go to work!! too many driver don't understand how to operate the maps, pick up place, and so on",hey need educate driver let work understand operate pick place ,Bug_fix
1753,terrible,terrible ,Bug_fix
1754,great app,great app ,Common
1755,good but no vehicles in morning,good morning ,Common
1756,opponent'sp,opponent ,Bug_fix
1757,very useful,useful ,Bug_fix
1758,good service,good service ,Common
1759,PickMe trucks is not worth. They call and tell u there are no truck available at the last minute for a booking done 24h ago... waste of time.,truck worth tell available minute booking ago waste time ,Bug_fix
1760,"I would say, app is very convenient & you can enjoy your travel with PickMe",app convenient enjoy travel ,Common
1761,ft,nan,Common
1762,best service,good service ,Common
1763,good,good ,Common
1764,"Wow😄,creaters of this app make more apps☺",wow grin face smile eye app ,Common
1765,uninstalled,uninstalled ,Bug_fix
1766,My mobile no has blocked permenantly due to cancelations.but all the cancelations has been done for drivers requests.can't contact for unblock my number.what should i do?,mobile block contact unblock number ,Common
1767,terrible....,terrible ,Bug_fix
1768,good,good ,Common
1769,very good app,good app ,Common
1770,This app is not worth Can you please update the driver movement on navigation to pickme app... Ubereats app is wonderful... Try to understand idiot,app worth update driver movement navigation wonderful try understand idiot ,Bug_fix
1771,best,best ,Common
1772,lost,lose ,Bug_fix
1773,better app,well app ,Common
1774,"I FEEL there service is good, but poor Driving experience of most Drivers.. but I like this company...",feel service good poor driving experience like company ,Common
1775,good,good ,Common
1776,ffg,nan,Common
1777,සුභ දවසක්,nan,Common
1778,good,good ,Common
1779,good,good ,Common
1780,pick me funds islamic terrorism in sri lanka dont use,pick fund terrorism sri not use ,Common
1781,worst experiences these days,bad day ,Bug_fix
1782,"I cannot open PickMe. It always says ""location update failed. Please enable location services."" My location is always enabled. Still it gives the error message.",open location update enable error message ,Bug_fix
1783,did not get verification text. Took too long to set up account.,verification text take long set account ,Feature Request
1784,good drivers,good ,Common
1785,One word of advice use uber better and quality service and much more availability of drivers,word advice use well quality service availability ,Common
1786,good,good ,Common
1787,Without going through the app how cam I,go app cam ,Common
1788,best,best ,Common
1789,gud,gud ,Bug_fix
1790,best,best ,Common
1791,best,best ,Common
1792,gud,gud ,Bug_fix
1793,gud,gud ,Bug_fix
1794,gud,gud ,Bug_fix
1795,awsome,nan,Common
1796,Jj di in hez,di ,Bug_fix
1797,very useful,useful ,Bug_fix
1798,No one taxi service in sri lanka,no taxi service sri ,Common
1799,Great App,great app ,Common
1800,AWISSAWELL the r,nan,Common
1801,better to go in public transport,better public transport ,Common
1802,Best wishes,best ,Common
1803,very bad taxi in sri lanka,bad taxi sri ,Common
1804,👎,thumbs ,Bug_fix
1805,reergh,nan,Common
1806,supri a,nan,Common
1807,"I didn't find my trip in the app so I couldn't submit a complaint. I had to submit a complaint after many trials by email and messenger. Finally I was refunded the extra amount I have paid, but still I see that I am overcharged!!",find trip app submit complaint messenger finally extra ,Feature Request
1808,Switched to Uber due to the recent allegations on Pick Me. Country First.,switch recent pick country ,Bug_fix
