,Reviews,KeyWords,text
386,wait book get say trip fee maybe report real recording app try find section reach business day charge service consumer authority ,"['wait', 'book', 'get', 'say', 'trip', 'fee', 'maybe', 'report', 'real', 'recording', 'try', 'find', 'section', 'reach', 'business', 'day', 'charge', 'service', 'consumer', 'authority']","I was waiting for a Tuk i have booked when I got the email saying that the trip has been completed and a trip fee is deducted. A glitch, maybe. There is no hotline to report these. The ""hotline"" mentioned is not a real hotline, but a recording asking to report any complaints through the app. I'm still trying to find the complaints section in the app so they can reach me within 2 business days. Since this is charging for a service not consumed, will be informing Consumer Affairs Authority."
387,reasonable price short ,"['reasonable', 'price', 'short']",reasonable price for short distances.
388,bad food delivery app world ,"['bad', 'food', 'delivery', 'app', 'world']",Worst food delivery app in the world
389,bad service ticket no response driver pick try cheat time longer well ,"['bad', 'service', 'ticket', 'no', 'response', 'driver', 'pick', 'try', 'cheat', 'time', 'longer', 'well']",Bad service. Opened a ticket. No response and don't give driver details. Pick me cheats. Drivers try to cheat most of the time as they take longer routes. Uber is 10000% better than pickme
390,good trip end fallow ,"['good', 'trip', 'end', 'fallow']",good Trip end fallow our Any where Roads
391,travel journey ,"['travel', 'journey']",travel to negambo had a plesent journey.
392,app long time late find driver rush hour away try book ,"['app', 'long', 'time', 'late', 'find', 'driver', 'rush', 'hour', 'away', 'try', 'book']",Have been using this app for a long time now but as of late it lags and you can never find a driver around rush hour. It says a driver is 4 minutes away but if you try to book then there are no drivers?!?! Frustrating
393,start trip get smell drunk drive relevant job especially mobile number tell pick morning uncomfortable situation night decide cancel ask stop vehicle keep possible come ho ,"['start', 'smell', 'drunk', 'drive', 'relevant', 'job', 'especially', 'mobile', 'number', 'tell', 'morning', 'uncomfortable', 'situation', 'night', 'decide', 'ask', 'stop', 'keep', 'possible', 'ho']","I start trip from Bambalapitiya, as i got in i smelled that he was drunk. Over the drive he was asking so many questions continously which are not relevant to do his job at all, especially he was requesting mobile number telling that he can pick me even in the morning. Due to this uncomfortable situation at night, i decided to cancel trip an ask him to stop the vehicle but he kept on driving telling its not possible to cancel trip after came to Dehiwala. Even if i asked Pickme HO number to cancel"
394,average no attractive give airport area ride arrival book come min far believe hack look ,"['average', 'no', 'attractive', 'give', 'airport', 'area', 'ride', 'arrival', 'book', 'come', 'min', 'far', 'believe', 'hack', 'look']","Average. No more attractive promos. And I gave 3 stars because, sometimes in the airport area, it shows that there's a ride in arrival area but, when I book the ride it shows that ride is coming from 10mins far. This I believe to be a hack from some riders. Look in to it."
395,pick inconvenient use address restaurant information order search food type choose serve particular specific irritate need lot improvement ,"['pick', 'inconvenient', 'use', 'address', 'restaurant', 'information', 'order', 'search', 'food', 'type', 'choose', 'serve', 'particular', 'specific', 'irritate', 'need', 'lot', 'improvement']","pick me foods is so inconvenient to use. it doesn't show the address of the restaurant, customizing options, or any information about the restaurant even after the order has been placed. also you can't search by food type and choose from the restaurants that serve that particular type of food so it has to be a specific restaurant name and that's really irritating. needs a lot more improvement."
396,upgrade location ,"['upgrade', 'location']",pls upgrade location adress settings on ordering foods
397,bad need driver time ,"['bad', 'need', 'driver', 'time']",worst mapping ever. You need to call the driver and need to give directions all the time.
398,love app font discount wheel driver time way better pick cost low communicate relation navigation ,"['love', 'app', 'font', 'discount', 'wheel', 'driver', 'time', 'way', 'better', 'pick', 'cost', 'low', 'communicate', 'relation', 'navigation']","i used to love this app, but then this had several issues. sometimes i font get my discount. and the three wheel driver calls me several times. but uber is way better than pick me and my cost is also very low. and i rately communicate with the driver with relation to navigation"
399,time wrong location ,"['time', 'wrong', 'location']",some time wrong location
400,update app slow load easy ride road new ,"['update', 'app', 'slow', 'load', 'easy', 'ride', 'road', 'new']",After the update app is very slow not even loading... Its easy to take ride by the road.. Then using this new pickme app
401,rating star lot route far find location price nice ,"['rating', 'star', 'lot', 'route', 'far', 'find', 'location', 'price', 'nice']",not rating 5 star cuz a lot of drivers cancelled the route cuz they're too far or they can't find the location. But the price is really nice.
402,time ride disappoint middle finger ,"['time', 'ride', 'disappoint', 'middle', 'finger']",i called 3 times for a ride but they all rejected it.. disappointed 🖕
403,location wrong route go expressway update ,"['location', 'wrong', 'route', 'go', 'expressway', 'update']",location details are wrong. the route always goes through the expressway even if it's a tuk. please update
404,good tax hire app sri need like driver profile manual selection available option view individual single rating ,"['good', 'tax', 'hire', 'app', 'sri', 'need', 'like', 'driver', 'profile', 'manual', 'selection', 'available', 'option', 'view', 'individual', 'single', 'rating']","PickMec has been a good tax hire app in Sri Lanka. Need few updates. Need some features like viewing driver profile before accepting, manual selection of available driver, Option to view driver individual ratings rather than single rating."
405,loyal user pick time thing add customer service need well like speak app peak contact ,"['loyal', 'user', 'pick', 'time', 'thing', 'add', 'customer', 'service', 'need', 'well', 'like', 'speak', 'peak', 'app', 'contact']",been a loyal user of pick me for a looong time. haven't had too many issues wrt to drivers & fares. Only thing I'd add is that your customer service needs to be better. I'd like it if there was someone who I can speak to when i have issues with the app during peak time etc. to contact.
406,location time wrong ,"['location', 'time', 'wrong']",Location every time wrong
407,unsatisfied come available time arrive location worth give star ,"['unsatisfied', 'come', 'available', 'time', 'arrive', 'location', 'worth', 'give', 'star']",so unsatisfied... drivers aren't coming although they are available. and drivers take too much time to arrive to the location. not even worth of giving a one star
408,absolutely great taxi service sri app user friendly food delivery remarkable add convenient ,"['absolutely', 'great', 'taxi', 'service', 'sri', 'app', 'user', 'friendly', 'food', 'delivery', 'remarkable', 'add', 'convenient']","Absolutely a great taxi service for Sri Lanka. App is very well done and user friendly. Also, the PickMe food delivery service is a remarkable add-on and so convenient."
409,driver demand extra money come closer ,"['driver', 'demand', 'extra', 'money', 'come', 'closer']",no vehicles when needed and driver demanding extra money to come if he is not closer
410,book taxis try trip ,"['book', 'taxis', 'try', 'trip']",why can't I book taxis..? and whenever I try to book one it says that trip started... what's this?
411,unreliable service wait long time cancel route unprofessional ,"['unreliable', 'service', 'wait', 'long', 'time', 'cancel', 'route', 'unprofessional']","Unreliable service, have to wait for a long time and drivers cancel the trips when they get hires on their route.. unprofessional and unreliable...."
412,totally useless app hear go not like destination cancel ride try star possible ,"['totally', 'useless', 'app', 'hear', 'go', 'not', 'like', 'destination', 'cancel', 'ride', 'try', 'star', 'possible']","Still totally useless app! Drivers call and when they hear where you are going, and they dont like destination they just cancel ride!!! Dont even try this app! Useless, uninstalling! Would give 0 star if possible!"
